Data Year,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2020,260184,,Submitted Data,2728 N HAMPDEN CT,60614,2.5,false,LINCOLN PARK,Multifamily Housing,170000,1970,1,,40,2978140.4,13088799.9,,,,114.8,157.7,115.3,158.3,1160,8.3,41.92201051,-87.65461957,POINT (-87.65461957 41.92201051)
2020,158654,The Belden Stratford,Submitted Data,2300 N Lincoln Park West,60614,4.0,false,LINCOLN PARK,Multifamily Housing,269400,1923,1,,82,4820121.3,13781744.7,,,,69,103.8,69,103.8,1484.3,5.5,41.92385037,-87.63654356,POINT (-87.63654356 41.92385037)
2020,105340,,Submitted Data,531 535 W DEMING PL,60614,4.0,false,LINCOLN PARK,Multifamily Housing,65806,1967,1,,81,1077557.4,4003089.8,,,,77.2,109.7,81.4,113.8,380.8,5.8,41.92201051,-87.65461957,POINT (-87.65461957 41.92201051)
2020,100375,,Submitted Data,3600 3612 W FRANKLIN BLVD,60624,2.5,false,HUMBOLDT PARK,Multifamily Housing,63514,1917,1,,52,650252.2,5002571.1,,,,89,111.4,92.8,114.8,367.2,5.8,41.8808242,-87.72327934,POINT (-87.72327934 41.8808242)
2020,176020,Hyde Park Bank,Submitted Data,1515 - 1531 E 53rd St,60615,4.0,false,HYDE PARK,Office,158000,1926,1,,,1435100.8,8195688.2,,,,61,79.9,65.1,84.2,659.3,4.2,41.7992525,-87.58844296,POINT (-87.58844296 41.7992525)
2020,104237,,Submitted Data,536 552 W ADDISON ST,60613,2.5,false,LAKE VIEW,Multifamily Housing,66762,1970,1,,37,998579.8,4974971.5,,,,95.2,127.8,100.1,133,420.1,6.7,41.95402016,-87.6620278,POINT (-87.6620278 41.95402016)
2020,252053,Kent Chemical Laboratory,Submitted Data,1020 - 1024 E 58th St,60637,3.0,false,HYDE PARK,Laboratory,59841,1894,1,,,2733673.8,1320,7313847.3,3994199.8,,234.7,335.7,237.4,339.8,1122.8,18.8,41.789621,-87.597784,POINT (-87.597784 41.789621)
2020,103712,Water Tower Place,Submitted Data,845 N Michigan Ave,60611,,true,NEAR NORTH SIDE,Mixed Use Property,2984641,1976,1,,,125682219,47103167.6,,,,66.9,155.5,67.6,156.2,22117,8.6,41.898304,-87.624041,POINT (-87.624041 41.898304)
2020,102362,,Submitted Data,1945 W WILSON AVE,60640,,true,LINCOLN SQUARE,Mixed Use Property,68070,1979,1,,,2240066.8,4135498.6,,,,93.7,155.9,97.9,160.4,569.3,8.4,41.96509261,-87.67778064,POINT (-87.67778064 41.96509261)
2020,159537,Chicago Magnificent Mile Dbtree,Exempt,300 E Ohio St,60611,,true,NEAR NORTH SIDE,,421989,,,,,,,,,,,,,,,,41.89279565,-87.61980652,POINT (-87.61980652 41.89279565)
2020,158394,180 N Michigan Ave,Submitted Data,180 N Michigan Ave,60601,2.5,false,LOOP,Office,231521,1927,1,,60,8308210.4,10751864.7,,,,82.3,149.2,85.9,152.9,1867.7,8.1,41.88552372,-87.62497458,POINT (-87.62497458 41.88552372)
2020,251878,South Loop -CPS,Submitted Data,1212 S Plymouth Ct,60605,1.0,false,NEAR SOUTH SIDE,K-12 School,57995,1987,1,,2,4309747.1,2457310.2,,,,116.7,252.6,124.2,260.5,803.1,13.8,41.86672708,-87.62901313,POINT (-87.62901313 41.86672708)
2020,255977,,Not Submitted,3905-29 N. Western Ave.,,0.0,false,NORTH CENTER,,97000,,,,,,,,,,,,,,,,41.88425,-87.63245,POINT (-87.63245 41.88425)
2020,101492,Wright College,Submitted Data,4300 N Narragansett,60634,3.0,false,DUNNING,College/University,769961,1993,4,,,16442304.7,34215496.3,,,,93.1,150.6,97.2,154.9,4383.5,8.1,41.95813043,-87.78958012,POINT (-87.78958012 41.95813043)
2020,172707,,Not Submitted,4006 4016 N AUSTIN AVE,60634,0.0,false,PORTAGE PARK,,74463,,,,,,,,,,,,,,,,41.94530408,-87.80186746,POINT (-87.80186746 41.94530408)
2020,156871,,Submitted Data,850 858 N LAKESHORE DR,60611,2.0,false,NEAR NORTH SIDE,Multifamily Housing,250225,1925,1,,43,7482447.9,10083340.1,,,,70.2,126,72.2,127.8,1703.4,6.8,41.8981792,-87.61802939,POINT (-87.61802939 41.8981792)
2020,251918,Michaels Terrace Condo,Submitted Data,1309 N Wells St,60610,2.0,false,NEAR NORTH SIDE,Multifamily Housing,145503,1990,1,,47,2786870.3,6978553.9,,,,84.5,131,87.7,133.6,805.6,7,41.90604144,-87.63411225,POINT (-87.63411225 41.90604144)
2020,172565,,Submitted Data,125  E 21ST ST,60616,2.5,false,NEAR SOUTH SIDE,Multifamily Housing,67755,1930,1,,34,1236788.6,4355062.4,,,,82.5,118.6,86.7,123.2,424.3,6.3,41.84550365,-87.63055693,POINT (-87.63055693 41.84550365)
2020,105478,,Submitted Data,6230 6236 N KENMORE AVE,60660,4.0,false,EDGEWATER,Multifamily Housing,135000,1947,1,,97,1593694,7845500.3,,,,69.9,94.1,77.3,101.9,665.4,4.9,41.99090057,-87.66660744,POINT (-87.66660744 41.99090057)
2020,175120,Polish Roman Catholic Union of America,Not Submitted,984 N MILWAUKEE AVE,60642,0.0,false,WEST TOWN,,52400,,,,,,,,,,,,,,,,41.89940453,-87.66143331,POINT (-87.66143331 41.89940453)
2020,160241,Lake Meadows 6,Submitted Data,500 E 33rd St,60616,0.0,false,DOUGLAS,,363053,,,,,,,,,,,,,,,,41.83491649,-87.61417553,POINT (-87.61417553 41.83491649)
2020,156557,542 S Dearborn,Not Submitted,542 S Dearborn St,60605,0.0,false,LOOP,,85227,,,,,,,,,,,,,,,,41.87476011,-87.62948461,POINT (-87.62948461 41.87476011)
2020,253988,400 West Erie,Submitted Data,400 W Erie St,60654,4.0,false,Near North Side,Office,74429,1915,1,,97,544831.5,2861616.6,,,,45.8,60.9,48.4,63.7,237,3.2,41.8915802,-87.63784,POINT (-87.63784 41.8915802)
2020,175894,,Submitted Data,4900  N SHERIDAN RD,60640,1.0,false,UPTOWN,Multifamily Housing,131500,1980,1,,20,3097659.1,10159862.3,,,,105.2,153.5,111,159.2,1023.1,8.1,41.97223008,-87.6645957,POINT (-87.6645957 41.97223008)
2020,160264,K2 Apartments,Submitted Data,365 N Halsted St,60661,4.0,false,WEST TOWN,Multifamily Housing,771816,2011,1,,82,12625754.5,27100799.2,,,,55.6,89.2,,,3409.9,4.8,41.888302,-87.647494,POINT (-87.647494 41.888302)
2020,101572,King College Prep -CPS,Submitted Data,4445 S Drexel Blvd,60653,4.0,false,KENWOOD,K-12 School,310545,1971,1,,94,,19418899.7,,,,62.5,65.7,63,66.2,1031.4,3.3,41.81384927,-87.60295407,POINT (-87.60295407 41.81384927)
2020,252319,,Submitted Data,7425 S South Shore Dr,60649,1.0,false,SOUTH SHORE,Multifamily Housing,55352,1926,1,,2,1026094.2,10240916.3,,,,203.6,246.2,213.9,257,704.1,12.7,41.76149298,-87.55802925,POINT (-87.55802925 41.76149298)
2020,254163,,Submitted Data,1 11 E Pearson Ave,60611,4.0,false,Near North Side,Office,55056,1980,1,,63,1833094.3,2410699.9,,,,77.1,139.2,80.5,142.8,414.1,7.5,41.8957877,-87.62247,POINT (-87.62247 41.8957877)
2020,256489,Sixty Forty North Wells,Submitted Data,640 N Wells,60654,2.0,false,NEAR NORTH SIDE,Multifamily Housing,273509,2017,1,,44,7961410.8,9846215.3,,,,83.1,152.2,86.3,156.8,1765.5,8.2,41.8915,-87.63469,POINT (-87.63469 41.8915)
2020,251445,Lara Academy- CPS,Submitted Data,4619 S Wolcott Ave,60609,3.0,false,NEW CITY,K-12 School,67964,1996,1,,45,2069995.6,2293810,,,,64.2,120.7,66.5,123.1,444.9,6.5,41.8097353,-87.67189911,POINT (-87.67189911 41.8097353)
2020,243626,Silver Tower Condominium Association,Submitted Data,303 W Ohio St,60654,1.0,false,NEAR NORTH SIDE,Multifamily Housing,444207,2009,1,,25,10543868.3,14610075.8,,,,88.1,157.1,92.2,162.7,2421.6,8.5,41.892344,-87.635795,POINT (-87.635795 41.892344)
2020,111687,,Submitted Data,2120  N LINCOLN PARK WEST,60614,1.0,false,LINCOLN PARK,Multifamily Housing,57509,2000,1,,,2222744,3796097.3,,,,145.7,247.2,146,247.9,548.5,13.3,41.92201051,-87.65461957,POINT (-87.65461957 41.92201051)
2020,134911,PCC-Chicago Office,Submitted Data,643 N Orleans St,60654,4.0,false,NEAR NORTH SIDE,Office,80219,1986,1,,66,1886474.5,2572821.6,,,,83.2,148.9,85.9,150.9,431.1,8,41.89365298,-87.63707411,POINT (-87.63707411 41.89365298)
2020,101791,John Hancock,Submitted Data,55 W Monroe,60603,4.0,false,LOOP,Office,895765,1980,1,,78,34603154.7,,,,,38.6,108.2,40.6,113.7,5400.5,6,41.88038865,-87.6298223,POINT (-87.6298223 41.88038865)
2020,101709,20 N Wacker Dr,Submitted Data,20 N Wacker Dr,60606,4.0,false,LOOP,Office,1742899,1929,1,,,43512452.6,51714077.3,,,,54.6,101.1,56.9,103.4,9537.7,5.5,41.88252633,-87.63747012,POINT (-87.63747012 41.88252633)
2020,130553,,Submitted Data,4700 N MARINE DR,60640,1.0,false,UPTOWN,Medical Office,147835,2006,1,,1,5215078,71164912.3,,,,516.7,604.2,516.7,604.2,4593.8,31.1,41.96762739,-87.64972733,POINT (-87.64972733 41.96762739)
2020,251319,03262-Irving Park & Cicero,Submitted Data,4660 W Irving Park Rd,60641,2.5,false,PORTAGE PARK,Supermarket/Grocery Store,70790,1997,1,,53,11518905.8,5207999.8,,,,236.3,532.9,239.3,532,2074.4,29.3,41.95550602,-87.74485142,POINT (-87.74485142 41.95550602)
2020,140771,,Submitted Data,551 557 W NORTH AVE,60610,3.5,false,NEAR NORTH SIDE,Multifamily Housing,63139,2000,1,,57,1413045.7,3110626.5,,,,71.6,114.4,74.2,117,385.8,6.1,41.9037528,-87.63558845,POINT (-87.63558845 41.9037528)
2020,251526,Barry -CPS,Submitted Data,2828 N Kilbourn Ave,60641,2.5,false,HERMOSA,K-12 School,78700,1927,1,,36,1063690.9,7163619.8,,,,104.5,133.4,116.8,146.3,546.5,6.9,41.93235271,-87.74015991,POINT (-87.74015991 41.93235271)
2020,216479,,Submitted Data,1122 N DEARBORN ST,60610,2.5,false,NEAR NORTH SIDE,Multifamily Housing,283626,1999,1,,58,5958849.8,11144600.1,,,,72.7,120.7,75,122.8,1521.9,6.5,41.90249434,-87.63034062,POINT (-87.63034062 41.90249434)
2020,109326,,Submitted Data,4825 4835 N CENTRAL AVE,60630,0.0,false,JEFFERSON PARK,,55000,,,,,,,,,,,,,,,,41.97200414,-87.75756578,POINT (-87.75756578 41.97200414)
2020,260132,Q11970,Submitted Data,2401 W Grace St,60618,4.0,false,NORTH CENTER,Office,93089,2000,1,,68,4223680.6,1953114.2,,,,66.4,149.1,68.8,153.4,762.9,8.2,41.95003548,-87.68877942,POINT (-87.68877942 41.95003548)
2020,157993,,Submitted Data,343 S DEARBORN ST,60604,1.0,false,LOOP,Multifamily Housing,167940,1896,1,,4,7018869,13800699.7,,,,124,203.3,129.7,209,1828.5,10.9,41.87698814,-87.62918889,POINT (-87.62918889 41.87698814)
2020,112016,,Not Submitted,4106  N NARRAGANSETT AVE,60634,0.0,false,DUNNING,,84000,,,,,,,,,,,,,,,,41.94530408,-87.80186746,POINT (-87.80186746 41.94530408)
2020,256709,Rosenwald Hall,Submitted Data,1101-11 East 58th Street,60637,4.0,false,,Office,64380,1915,1,,81,1225877,,2123947,844584,,65.2,104.9,65.9,106.2,376.9,5.9,41.77693,-87.609505,POINT (-87.609505 41.77693)
2020,106030,,Submitted Data,433 W BRIAR PL,60657,4.0,false,LAKE VIEW,Multifamily Housing,67300,1929,1,,82,1065325.3,3384671.3,,,,66.1,97.1,68.7,99.4,346,5.1,41.9398511,-87.65844752,POINT (-87.65844752 41.9398511)
2020,173819,Sun Plaza,Submitted Data,4851 - 4887 N Broadway Ave,60640,2.0,false,UPTOWN,Strip Mall,108610,1995,1,,,5040854.4,4309815.5,,,,152.4,303.7,152.4,303.7,1015.6,16.5,41.97080888,-87.65885446,POINT (-87.65885446 41.97080888)
2020,252041,Bookstore,Submitted Data,970 E 58th St,60637,4.0,false,HYDE PARK,Retail Store,50162,1902,1,,62,1970044.5,,2468881.6,,,88.5,169.2,91.3,172.6,471.4,9.4,41.789588,-87.602326,POINT (-87.602326 41.789588)
2020,250042,Crane Achievement Academy -CPS,Submitted Data,2245 W Jackson Blvd,60612,3.5,false,NEAR WEST SIDE,K-12 School,419415,1923,1,,59,10662923,18241399.2,,,,68.9,116.9,72.8,120.9,2633,6.3,41.87687683,-87.68324233,POINT (-87.68324233 41.87687683)
2020,130629,,Not Submitted,3510 3524 S WESTERN AVE,60609,0.0,false,MCKINLEY PARK,,64320,,,,,,,,,,,,,,,,41.82953729,-87.68567164,POINT (-87.68567164 41.82953729)
2020,106158,,Submitted Data,1100  N LASALLE DR,60610,4.0,false,NEAR NORTH SIDE,Multifamily Housing,128658,1921,1,,95,2206765,8675129.9,,,,84.6,118.8,88.1,122.3,805.2,6.3,41.9037528,-87.63558845,POINT (-87.63558845 41.9037528)
2020,100418,Morgan Park HS -CPS,Submitted Data,1744 W Pryor Ave,60643,4.0,false,MORGAN PARK,K-12 School,269480,1914,1,,78,4887669,10640850.2,,,,57.6,92.2,60.5,95.2,1328,4.9,41.69164701,-87.66578473,POINT (-87.66578473 41.69164701)
2020,254981,MiCA,Submitted Data,2733 W BELDEN AVE,60647,2.5,false,Logan Square,Multifamily Housing,214966,2016,2,,59,6177449.7,6800020.2,,,,63.2,119,64.8,120.7,1325.3,6.5,41.92288205,-87.69612477,POINT (-87.69612477 41.92288205)
2020,156868,Hanover House,Submitted Data,11 21 W GOETHE ST,60610,4.0,false,NEAR NORTH SIDE,Multifamily Housing,284000,1970,1,,98,3520191.2,8628699.7,,,,48.6,75.7,50.7,77.9,1007.7,4,41.90530524,-87.62979327,POINT (-87.62979327 41.90530524)
2020,116385,Southpoint Nursing and Rehabilitation Center,Submitted Data,1010  W 95TH ST,60643,1.0,false,WASHINGTON HEIGHTS,Senior Living Community,107394,1996,1,,22,4547799.6,7316143.2,,,,147.2,253.2,153,259.3,1098.4,13.6,41.6981819,-87.66236671,POINT (-87.66236671 41.6981819)
2020,251585,Bell Elementary -CPS,Submitted Data,3730 N Oakley Ave,60618,3.5,false,NORTH CENTER,K-12 School,112084,1916,1,,53,2038072.2,6479100,,,,76,111.6,80.9,116.8,662.2,5.9,41.9495009,-87.68665584,POINT (-87.68665584 41.9495009)
2020,156750,800 Clark,Submitted Data,800 810 N CLARK ST,60610,,true,NEAR NORTH SIDE,Multifamily Housing,940116,1901,1,,,2972677.7,3639252.7,,,,7,12.9,7.5,13.8,657.2,0.7,41.89707469,-87.63158189,POINT (-87.63158189 41.89707469)
2020,101708,233 N Michigan Ave,Submitted Data,233 N Michigan Ave,60601,2.5,false,LOOP,Office,1291092,1972,1,,55,37849466.8,52542589.8,,,,78.2,139.5,81.4,142.8,8697.9,7.5,41.8869574,-87.62305507,POINT (-87.62305507 41.8869574)
2020,254051,,Submitted Data,1500 N Clybourn Ave,60610,4.0,false,Near North Side,Supermarket/Grocery Store,83678,2015,1,,83,10179042.8,2209178.3,,,,148,368.3,150.6,375.5,1706,20.4,41.9038385,-87.63668,POINT (-87.63668 41.9038385)
2020,250139,Domestic Violence Courthouse,Submitted Data,555 W Harrison St,60607,4.0,false,NEAR WEST SIDE,Courthouse,187268,1890,1,,68,7493403.6,5987769.9,,,,74,147.6,78.3,152.1,1487.5,7.9,41.874353,-87.641661,POINT (-87.641661 41.874353)
2020,251390,"Pickard Elementary, Josiah L -CPS",Submitted Data,2301 W 21st Pl,60608,4.0,false,LOWER WEST SIDE,K-12 School,116245,2002,1,,77,1020339.6,6631829.7,,,,65.8,84.5,71,90.2,511.5,4.4,41.85279146,-87.68352202,POINT (-87.68352202 41.85279146)
2020,156414,De Diego Community Academy -CPS,Submitted Data,1313 N Claremont Ave,60622,4.0,false,WEST TOWN,K-12 School,238557,1918,1,,94,2224504.4,7461120.1,,,,40.6,58.9,44.5,63.1,743.5,3.1,41.90580095,-87.68552861,POINT (-87.68552861 41.90580095)
2020,175046,East WrigleyView Village Condominiums,Submitted Data,737  W CORNELIA AVE,60657,1.0,false,LAKE VIEW,Multifamily Housing,51030,1919,1,,9,1047446.5,4852899.8,,,,115.6,157.3,121.6,163.6,421.2,8.3,41.9398511,-87.65844752,POINT (-87.65844752 41.9398511)
2020,250151,NMH Worcester House,Not Submitted,244 E Pearson St,60611,0.0,false,NEAR NORTH SIDE,,139382,,,,,,,,,,,,,,,,41.89796335,-87.61992116,POINT (-87.61992116 41.89796335)
2020,119685,,Submitted Data,216  E ONTARIO ST,60611,2.0,false,NEAR NORTH SIDE,Hotel,89000,2001,1,,20,5241838.4,1902204,,,,80.3,187.4,85,200.7,919.1,10.3,41.89579275,-87.62247957,POINT (-87.62247957 41.89579275)
2020,252018,5000 Marine Drive Corporation: The Aquitania,Submitted Data,5000 N Marine Dr,60640,3.5,false,UPTOWN,Multifamily Housing,152400,1923,1,,73,1535020,10232401,,,,77.2,98.7,81.9,103.4,783.1,5.1,41.97365849,-87.65167791,POINT (-87.65167791 41.97365849)
2020,256616,GRAND ORLEANS CONDOMINIUM ASSOCIATION,Submitted Data,330 W Grand Ave,60654,3.5,false,,Multifamily Housing,247000,2005,1,,74,4694898.3,8637996.7,,,,63.8,106.3,66.5,109,1191.5,5.7,41.89237,-87.636345,POINT (-87.636345 41.89237)
2020,254059,Safer Foundation,Exempt,3210 W Arthington St,60624,,true,East Garfield Park,,127263,,,,,,,,,,,,,,,,41.88081605,-87.72347483,POINT (-87.72347483 41.88081605)
2020,101852,Sheraton Chicago Hotel & Towers,Submitted Data,301 E N Water St,60611,4.0,false,NEAR NORTH SIDE,Hotel,1273000,1990,1,,97,40474653.8,15358300.4,,,,48.2,111.8,48.2,111.8,7132.6,6.2,41.88916695,-87.61943672,POINT (-87.61943672 41.88916695)
2020,252286,Delmar Apartments,Submitted Data,5042 N. Winthrop,60640,4.0,false,UPTOWN,Multifamily Housing,58772,1920,1,,88,1515416.4,3504916.1,,,,85.4,134.8,89.2,138.8,422.7,7.2,41.97432223,-87.65769727,POINT (-87.65769727 41.97432223)
2020,115754,,Not Submitted,1504  W VAN BUREN ST,60607,0.0,false,NEAR WEST SIDE,,88159,,,,,,,,,,,,,,,,41.87399385,-87.651678,POINT (-87.651678 41.87399385)
2020,251239,York Terrace Apts.,Submitted Data,2701 S Indiana Ave,60616,1.0,false,DOUGLAS,Multifamily Housing,234378,1969,3,,12,4748725.9,33081980.2,,,,161.4,204.9,169.7,211.3,2498.3,10.7,41.84458973,-87.62200981,POINT (-87.62200981 41.84458973)
2020,260042,McClurg Court Center,Submitted Data,333 E Ontario St,60611,1.0,false,NEAR NORTH SIDE,Multifamily Housing,915001,1971,2,,10,31572488.6,76755519.7,,,,132.4,206.5,139.3,213.7,9004.4,11,41.89322808,-87.61866416,POINT (-87.61866416 41.89322808)
2020,165425,Smith Senior Living,Submitted Data,2320  W 113TH PL,60643,4.0,false,MORGAN PARK,Senior Living Community,445461,2006,4,,,9973578.6,,,,,26.6,74.6,26.8,74.9,1556.6,4.2,41.6981819,-87.66236671,POINT (-87.66236671 41.6981819)
2020,256761,,Submitted Data,403 N Wabash,60611,4.0,false,,Multifamily Housing,267600,2019,1,,95,4618592.5,4373325.2,,,,66.6,129.8,69.4,133.2,953.1,7.1,41.89535,-87.622775,POINT (-87.622775 41.89535)
2020,162409,Lutheran School of Theology at Chicago,Submitted Data,1100 E 55TH ST,60615,1.0,false,HYDE PARK,College/University,119878,1967,7,,,6054743.7,13157980.1,,,,160.3,256.7,169.2,266.1,1643.8,13.7,41.79561195,-87.59892449,POINT (-87.59892449 41.79561195)
2020,229823,5040-60 N Marine Dr,Submitted Data,5040-5060 N Marine,60640,2.5,false,UPTOWN,Multifamily Housing,252794,1939,1,,55,4065273.6,14996631.5,,,,81.4,115.9,85.8,120.1,1431,6.1,41.97474038,-87.65143947,POINT (-87.65143947 41.97474038)
2020,221751,Appleville Condominium,Submitted Data,501 W 24th Pl,60616,4.0,false,ARMOUR SQUARE,Multifamily Housing,302000,1978,1,,96,6233898.1,6036400.2,,,,47.2,91.5,49.8,97.3,1293.5,5,41.84787679,-87.63924831,POINT (-87.63924831 41.84787679)
2020,252050,Jones Laboratory,Submitted Data,5747 S Ellis Ave,60637,2.0,false,HYDE PARK,Laboratory,72388,1929,1,,,5957901.5,400,11239563.8,1153021.7,,253.5,431.7,255.1,433.5,1736.9,24,41.79018053,-87.60080309,POINT (-87.60080309 41.79018053)
2020,251693,"Mckay, Francis M -CPS",Submitted Data,6929 S Fairfield,60629,2.0,false,CHICAGO LAWN,K-12 School,128128,1928,1,,12,3835967.1,11381359.9,,,,118.8,177.1,125.7,184.3,1203.2,9.4,41.76761622,-87.69134558,POINT (-87.69134558 41.76761622)
2020,175735,,Submitted Data,2021  S MORGAN ST,60608,4.0,false,LOWER WEST SIDE,Multifamily Housing,80397,2010,1,,94,1694515.2,1139535.2,,,,39.3,82.3,39.8,83,325,4.5,41.84915346,-87.67089596,POINT (-87.67089596 41.84915346)
2020,119564,Plaza Arms,Not Submitted,501 525 N CENTRAL AVE,60644,0.0,false,AUSTIN,,110200,,,,,,,,,,,,,,,,41.88039405,-87.75826967,POINT (-87.75826967 41.88039405)
2020,172114,Latin School of Chicago Upper School,Not Submitted,59 W North Blvd,60610,0.0,false,NEAR NORTH SIDE,,154551,,,,,,,,,,,,,,,,41.91076436,-87.63123869,POINT (-87.63123869 41.91076436)
2020,175255,,Submitted Data,420  W MELROSE ST,60657,4.0,false,LAKE VIEW,Multifamily Housing,57405,1926,1,,99,495569.2,2608194.6,,,,54.1,71.9,56.7,74.6,215.9,3.8,41.9398511,-87.65844752,POINT (-87.65844752 41.9398511)
2020,104879,,Submitted Data,2600  N HAMPDEN CT,60614,4.0,false,LINCOLN PARK,Multifamily Housing,90000,2005,1,,84,2445196.1,,,,,37.6,105.3,39.9,111.7,381.6,5.9,41.92201051,-87.65461957,POINT (-87.65461957 41.92201051)
2020,102690,,Submitted Data,1250  N LASALLE DR,60610,4.0,false,NEAR NORTH SIDE,Multifamily Housing,185964,1987,1,,86,3765039.8,6037496.6,,,,60.9,104.9,63.4,107.6,908.3,5.6,41.9037528,-87.63558845,POINT (-87.63558845 41.9037528)
2020,175494,,Not Submitted,1415 N DAYTON ST,60642,0.0,false,NEAR NORTH SIDE,,56200,,,,,,,,,,,,,,,,41.90676326,-87.64907888,POINT (-87.64907888 41.90676326)
2020,161628,Inter- American Magnet -CPS,Submitted Data,851 W Waveland Ave,60613,4.0,false,LAKE VIEW,K-12 School,110443,1913,1,,82,1304072.7,4728819.9,,,,54.6,78,58.4,82.5,454.7,4.1,41.94850093,-87.65141077,POINT (-87.65141077 41.94850093)
2020,156693,West Side Realty Corporation,Submitted Data,1645 W Jackson Blvd,60612,3.5,false,NEAR WEST SIDE,Medical Office,127100,1991,1,,52,9360392.5,1085918.4,,,,82.2,215.2,88.8,233.8,1518.5,11.9,41.87726933,-87.6684458,POINT (-87.6684458 41.87726933)
2020,251432,"Brown Elementary, William H -CPS",Submitted Data,54 N Hermitage Ave,60612,4.0,false,NEAR WEST SIDE,K-12 School,63290,1956,1,,62,1448587.4,2272659.9,,,,58.8,101.8,62.5,105.7,346.8,5.5,41.88298738,-87.67118262,POINT (-87.67118262 41.88298738)
2020,252067,Southview Manor,Submitted Data,3311 S Michigan Ave,60616,2.5,false,DOUGLAS,Senior Living Community,55031,1976,1,,51,1847656.1,5460600.3,,,,133,198.6,136.9,202.2,578.4,10.5,41.83416616,-87.62294005,POINT (-87.62294005 41.83416616)
2020,236382,Randolph Place Residences Condominium Association,Submitted Data,165 N Canal St,60606,4.0,false,NEAR WEST SIDE,Multifamily Housing,951100,1922,1,,95,11985182,24777284.7,,,,49.1,79.5,51.8,82.1,3186.6,4.3,41.88509416,-87.63939751,POINT (-87.63939751 41.88509416)
2020,251392,"Canty Elementary, Arthur E -CPS",Submitted Data,3740 N Panama Ave,60634,3.0,false,DUNNING,K-12 School,103578,1936,1,,46,2721308.3,4152149.7,,,,66.4,115.7,71.6,119.4,645.3,6.2,41.94793297,-87.82972259,POINT (-87.82972259 41.94793297)
2020,160451,,Submitted Data,50 E Chestnut St,60611,1.0,false,NEAR NORTH SIDE,Multifamily Housing,155910,2007,1,,17,5263159.8,8577564.9,,,,99.9,171.5,104.3,175.6,1277,9.2,41.89859885,-87.62618028,POINT (-87.62618028 41.89859885)
2020,256552,,Not Submitted,4758 N Laramie Ave,60630,0.0,false,Portage Park,,78800,,,,,,,,,,,,,,,,41.974195,-87.75709483,POINT (-87.75709483 41.974195)
2020,256785,,Not Submitted,2217 W MADISON ST,60612,0.0,false,Near West Side,,50000,,,,,,,,,,,,,,,,41.879875,-87.685595,POINT (-87.685595 41.879875)
2020,254997,Linkt Apartments,Submitted Data,830 N MILWAUKEE AVE,60642,4.0,false,West Town,Multifamily Housing,63568,2017,1,,89,1389504.1,1385407.7,,,,51.3,98.9,52.8,100.6,290.4,5.4,41.89700341,-87.65666942,POINT (-87.65666942 41.89700341)
2020,172795,Best Western Grant Park Hotel,Not Submitted,1100  S MICHIGAN AVE,60605,0.0,false,LOOP,,87300,,,,,,,,,,,,,,,,41.86863212,-87.62730687,POINT (-87.62730687 41.86863212)
2020,161053,Santa Clara Hall,Submitted Data,1000 - 1008 W Loyola Ave,60626,4.0,false,ROGERS PARK,Residence Hall/Dormitory,61053,1924,1,,84,1486799.3,2385099.8,,,,63.4,109.2,67.6,112.3,358.7,5.9,42.00188394,-87.65658968,POINT (-87.65658968 42.00188394)
