COMMUNITY AREA NAME,CENSUS BLOCK,BUILDING TYPE,BUILDING_SUBTYPE,KWH JANUARY 2010,KWH FEBRUARY 2010,KWH MARCH 2010,KWH APRIL 2010,KWH MAY 2010,KWH JUNE 2010,KWH JULY 2010,KWH AUGUST 2010,KWH SEPTEMBER 2010,KWH OCTOBER 2010,KWH NOVEMBER 2010,KWH DECEMBER 2010,TOTAL KWH,ELECTRICITY ACCOUNTS,ZERO KWH ACCOUNTS,THERM JANUARY 2010,THERM FEBRUARY 2010,THERM MARCH 2010,TERM APRIL 2010,THERM MAY 2010,THERM JUNE 2010,THERM JULY 2010,THERM AUGUST 2010,THERM SEPTEMBER 2010,THERM OCTOBER 2010,THERM NOVEMBER 2010,THERM DECEMBER 2010,TOTAL THERMS,GAS ACCOUNTS,KWH TOTAL SQFT,THERMS TOTAL SQFT,KWH MEAN 2010,KWH STANDARD DEVIATION 2010,KWH MINIMUM 2010,KWH 1ST QUARTILE 2010,KWH 2ND QUARTILE 2010,KWH 3RD QUARTILE 2010,KWH MAXIMUM 2010,KWH SQFT MEAN 2010,KWH SQFT STANDARD DEVIATION 2010,KWH SQFT MINIMUM 2010,KWH SQFT 1ST QUARTILE 2010,KWH SQFT 2ND QUARTILE 2010,KWH SQFT 3RD QUARTILE 2010,KWH SQFT MAXIMUM 2010,THERM MEAN 2010,THERM STANDARD DEVIATION 2010,THERM MINIMUM 2010,THERM 1ST QUARTILE 2010,THERM 2ND QUARTILE 2010,THERM 3RD QUARTILE 2010,THERM MAXIMUM 2010,THERMS SQFT MEAN 2010,THERMS SQFT STANDARD DEVIATION 2010,THERMS SQFT MINIMUM 2010,THERMS SQFT 1ST QUARTILE 2010,THERMS SQFT 2ND QUARTILE 2010,THERMS SQFT 3RD QUARTILE 2010,THERMS SQFT MAXIMUM 2010,TOTAL POPULATION,TOTAL UNITS,AVERAGE STORIES,AVERAGE BUILDING AGE,AVERAGE HOUSESIZE,OCCUPIED UNITS,OCCUPIED UNITS PERCENTAGE,RENTER-OCCUPIED HOUSING UNITS,RENTER-OCCUPIED HOUSING PERCENTAGE,OCCUPIED HOUSING UNITS
Archer Heights,170315704001001.0,Residential,Multi < 7,1861.0,775.0,577.0,740.0,736.0,982.0,1538.0,1211.0,571.0,486.0,541.0,1077.0,11095.0,Less than 4,0,396.0,323.0,270.0,101.0,113.0,36.0,82.0,30.0,76.0,31.0,120.0,292.0,1870.0,Less than 4,1984.0,1984.0,11095.0,,11095.0,11095.0,11095.0,11095.0,11095.0,1984.0,,1984.0,1984.0,1984.0,1984.0,1984.0,1870.0,,1870.0,1870.0,1870.0,1870.0,1870.0,1984.0,,1984.0,1984.0,1984.0,1984.0,1984.0,42.0,12.0,2.0,117.0,3.5,12.0,1.0,5.0,0.417,12.0
Archer Heights,170315704001001.0,Residential,Single Family,2493.0,2666.0,1990.0,2152.0,3845.0,4873.0,7441.0,5783.0,2120.0,1906.0,2543.0,3538.0,41350.0,7,0,1649.0,1595.0,943.0,497.0,315.0,231.0,185.0,196.0,175.0,218.0,530.0,1682.0,8216.0,7,7418.0,7418.0,5907.14,3102.5,701.0,4589.0,5605.0,7944.0,10789.0,1059.71,145.09,796.0,1026.0,1026.0,1220.0,1220.0,1173.71,479.22,150.0,1032.0,1348.0,1423.0,1565.0,1059.71,145.09,796.0,1026.0,1026.0,1220.0,1220.0,42.0,12.0,1.0,55.86,3.5,12.0,1.0,5.0,0.417,12.0
Auburn Gresham,170317109002024.0,Commercial,Multi < 7,,,,,,,,,,,,,,,3,427.0,405.0,291.0,189.0,45.0,39.0,40.0,34.0,47.0,59.0,78.0,435.0,2089.0,Less than 4,,1752.0,,,,,,,,,,,,,,,2089.0,,2089.0,2089.0,2089.0,2089.0,2089.0,1752.0,,1752.0,1752.0,1752.0,1752.0,1752.0,31.0,13.0,2.0,126.0,3.44,9.0,0.6923,3.0,0.3329,9.0
Archer Heights,170315704001002.0,Residential,Multi < 7,3816.0,2760.0,2052.0,2037.0,2074.0,2768.0,4039.0,4140.0,2403.0,2408.0,3125.0,3836.0,35458.0,6,1,1110.0,1337.0,643.0,331.0,197.0,120.0,100.0,85.0,97.0,155.0,488.0,1366.0,6029.0,6,6553.0,6553.0,8864.5,6105.26,963.0,5013.0,9321.0,12716.0,15853.0,1638.25,741.54,936.0,1011.5,1584.5,2265.0,2448.0,1507.25,299.42,1107.0,1296.0,1553.0,1718.5,1816.0,1638.25,741.54,936.0,1011.5,1584.5,2265.0,2448.0,46.0,13.0,2.0,119.0,4.18,11.0,0.8462,4.0,0.364,11.0
Archer Heights,170315704001002.0,Residential,Single Family,3679.0,2867.0,2346.0,2823.0,3763.0,4841.0,8257.0,6410.0,3792.0,2546.0,2908.0,4606.0,48838.0,7,0,1555.0,1480.0,942.0,512.0,316.0,215.0,185.0,180.0,179.0,218.0,529.0,1497.0,7808.0,6,6866.0,6866.0,8139.67,3519.55,2677.0,5204.0,9386.0,9921.0,12264.0,1144.33,113.4,1020.0,1020.0,1145.5,1246.0,1289.0,1301.33,308.78,848.0,1052.0,1367.0,1466.0,1708.0,1144.33,113.4,1020.0,1020.0,1145.5,1246.0,1289.0,46.0,13.0,1.17,58.83,4.18,11.0,0.8462,4.0,0.364,11.0
Archer Heights,170315704001003.0,Residential,Multi < 7,1991.0,2473.0,2094.0,2889.0,9604.0,6506.0,8600.0,14737.0,4647.0,4370.0,5727.0,8966.0,72604.0,11,0,1672.0,1861.0,1285.0,674.0,470.0,252.0,233.0,200.0,218.0,261.0,781.0,1952.0,9859.0,10,10495.0,10495.0,14520.8,7427.37,8303.0,9354.0,11798.0,16656.0,26493.0,2099.0,427.26,1689.0,1990.0,1990.0,2000.0,2826.0,1971.8,238.56,1600.0,1971.0,1974.0,2055.0,2259.0,2099.0,427.26,1689.0,1990.0,1990.0,2000.0,2826.0,105.0,29.0,2.0,60.4,3.62,29.0,1.0,15.0,0.517,29.0
Archer Heights,170315704001003.0,Residential,Single Family,1910.0,3778.0,3396.0,3886.0,5663.0,6899.0,9837.0,10554.0,5918.0,4036.0,4501.0,5109.0,65487.0,12,1,2890.0,2706.0,1727.0,888.0,542.0,355.0,287.0,288.0,274.0,376.0,906.0,2754.0,13993.0,13,14366.0,15376.0,7276.33,1656.67,5606.0,6063.0,6615.0,9316.0,9435.0,1596.22,766.89,900.0,1010.0,1215.0,1760.0,3056.0,1399.3,466.17,983.0,1061.0,1130.0,1742.0,2239.0,1537.6,746.41,900.0,1010.0,1167.5,1760.0,3056.0,105.0,29.0,1.4,60.8,3.62,29.0,1.0,15.0,0.517,29.0
Archer Heights,170315704001004.0,Residential,Multi < 7,3514.0,2316.0,1722.0,2304.0,3707.0,4882.0,7921.0,6153.0,2914.0,2619.0,3077.0,3233.0,44362.0,6,1,1048.0,1072.0,678.0,395.0,247.0,172.0,135.0,142.0,128.0,153.0,405.0,1189.0,5764.0,6,6080.0,6080.0,11090.5,8748.83,3757.0,4619.5,8768.5,17561.5,23068.0,1520.0,600.33,970.0,1013.0,1463.0,2027.0,2184.0,1441.0,233.72,1173.0,1252.5,1447.0,1629.5,1697.0,1520.0,600.33,970.0,1013.0,1463.0,2027.0,2184.0,118.0,30.0,2.0,106.0,4.37,27.0,0.9,5.0,0.185,27.0
Armour Square,170313403001004.0,Commercial,Multi < 7,792.0,680.0,501.0,575.0,594.0,626.0,1240.0,1095.0,698.0,608.0,573.0,692.0,8674.0,Less than 4,0,183.0,,272.0,55.0,46.0,47.0,39.0,40.0,40.0,41.0,73.0,171.0,1007.0,Less than 4,2361.0,2361.0,8674.0,,8674.0,8674.0,8674.0,8674.0,8674.0,2361.0,,2361.0,2361.0,2361.0,2361.0,2361.0,1007.0,,1007.0,1007.0,1007.0,1007.0,1007.0,2361.0,,2361.0,2361.0,2361.0,2361.0,2361.0,235.0,78.0,1.0,0.0,3.18,74.0,0.9487,28.0,0.3779,74.0
Archer Heights,170315704001004.0,Residential,Single Family,8458.0,6695.0,5378.0,6288.0,7088.0,9549.0,19483.0,11873.0,9946.0,7601.0,11737.0,15698.0,119794.0,18,2,4198.0,3876.0,2437.0,1291.0,846.0,425.0,449.0,412.0,452.0,570.0,1274.0,3940.0,20170.0,19,18231.0,19363.0,7487.13,4412.36,1574.0,3485.5,7226.5,10901.0,16821.0,1139.44,450.63,540.0,839.5,1060.0,1293.5,2184.0,1186.47,564.14,317.0,770.0,1098.0,1516.0,2437.0,1139.0,436.32,540.0,860.0,1080.0,1215.0,2184.0,118.0,30.0,1.29,79.71,4.37,27.0,0.9,5.0,0.185,27.0
Archer Heights,170315704001005.0,Residential,Multi < 7,458.0,587.0,688.0,1175.0,902.0,1286.0,1612.0,1460.0,1488.0,1211.0,1081.0,1368.0,13316.0,Less than 4,0,356.0,342.0,220.0,156.0,81.0,65.0,58.0,57.0,57.0,61.0,108.0,341.0,1902.0,Less than 4,2000.0,2000.0,13316.0,,13316.0,13316.0,13316.0,13316.0,13316.0,2000.0,,2000.0,2000.0,2000.0,2000.0,2000.0,1902.0,,1902.0,1902.0,1902.0,1902.0,1902.0,2000.0,,2000.0,2000.0,2000.0,2000.0,2000.0,52.0,19.0,2.0,116.0,2.89,18.0,0.9473,2.0,0.111,18.0
Archer Heights,170315704001005.0,Residential,Single Family,9987.0,7970.0,6236.0,5214.0,6803.0,9021.0,16620.0,12492.0,7001.0,5430.0,6119.0,15178.0,108071.0,16,0,3602.0,3424.0,2009.0,1027.0,630.0,257.0,237.0,211.0,214.0,373.0,1126.0,3466.0,16576.0,15,19101.0,19101.0,7204.73,3160.59,2385.0,4375.0,7343.0,9896.0,12446.0,1273.4,143.36,1024.0,1182.0,1382.0,1382.0,1482.0,1105.07,244.64,725.0,908.0,1099.0,1204.0,1650.0,1273.4,143.36,1024.0,1182.0,1382.0,1382.0,1482.0,52.0,19.0,1.87,74.93,2.89,18.0,0.9473,2.0,0.111,18.0
Archer Heights,170315704001007.0,Commercial,Multi < 7,369.0,907.0,811.0,1360.0,2078.0,2341.0,2932.0,2537.0,1527.0,954.0,1298.0,3915.0,21029.0,4,1,678.0,683.0,319.0,119.0,108.0,58.0,43.0,36.0,36.0,62.0,204.0,660.0,3006.0,Less than 4,2750.0,2750.0,21029.0,,21029.0,21029.0,21029.0,21029.0,21029.0,2750.0,,2750.0,2750.0,2750.0,2750.0,2750.0,3006.0,,3006.0,3006.0,3006.0,3006.0,3006.0,2750.0,,2750.0,2750.0,2750.0,2750.0,2750.0,92.0,41.0,1.0,0.0,2.42,38.0,0.9268,19.0,0.5,38.0
Archer Heights,170315704001008.0,Commercial,Commercial,1576.0,1256.0,1081.0,1435.0,1430.0,1603.0,2157.0,1967.0,1277.0,1421.0,2216.0,1429.0,18848.0,Less than 4,0,463.0,466.0,271.0,77.0,49.0,34.0,30.0,22.0,19.0,23.0,30.0,439.0,1923.0,Less than 4,1700.0,1700.0,18848.0,,18848.0,18848.0,18848.0,18848.0,18848.0,1700.0,,1700.0,1700.0,1700.0,1700.0,1700.0,1923.0,,1923.0,1923.0,1923.0,1923.0,1923.0,1700.0,,1700.0,1700.0,1700.0,1700.0,1700.0,70.0,33.0,1.0,88.0,2.69,26.0,0.7879,20.0,0.769,26.0
Archer Heights,170315704001008.0,Residential,Multi < 7,11373.0,9845.0,8871.0,8900.0,6887.0,9089.0,10148.0,11009.0,6953.0,9479.0,13210.0,27617.0,133381.0,30,7,3139.0,2896.0,1911.0,1220.0,853.0,438.0,347.0,367.0,371.0,406.0,1078.0,2996.0,16022.0,10,21479.0,17829.0,22230.17,15349.83,4852.0,12399.0,19983.0,26682.0,49482.0,3579.83,958.22,1848.0,3600.0,3625.0,4022.0,4759.0,3204.4,2124.3,154.0,1810.0,4318.0,4790.0,4950.0,3565.8,1070.63,1848.0,3600.0,3600.0,4022.0,4759.0,70.0,33.0,2.5,45.17,2.69,26.0,0.7879,20.0,0.769,26.0
Archer Heights,170315704001009.0,Residential,Multi < 7,,,,,,,,,,,,,,,0,1327.0,1216.0,827.0,478.0,322.0,178.0,156.0,111.0,108.0,199.0,547.0,1533.0,7002.0,9,,6635.0,,,,,,,,,,,,,,,1750.5,503.05,1093.0,1397.0,1806.0,2104.0,2297.0,1658.75,721.38,759.0,1083.5,1763.0,2234.0,2350.0,90.0,25.0,1.75,87.75,4.29,21.0,0.84,11.0,0.524,21.0
Archer Heights,170315704001009.0,Residential,Single Family,,,,,,,,,,,,,,,0,2165.0,2229.0,1486.0,734.0,451.0,324.0,267.0,253.0,308.0,332.0,743.0,2156.0,11448.0,12,,11266.0,,,,,,,,,,,,,,,1272.0,233.58,882.0,1164.0,1198.0,1431.0,1610.0,1251.78,465.63,420.0,1169.0,1243.0,1404.0,2118.0,90.0,25.0,1.22,86.0,4.29,21.0,0.84,11.0,0.524,21.0
Archer Heights,170315704001010.0,Residential,Multi < 7,2653.0,2100.0,1409.0,3356.0,3451.0,5064.0,6910.0,9532.0,3900.0,3159.0,3679.0,4427.0,49640.0,12,8,4721.0,4357.0,2691.0,1416.0,879.0,519.0,496.0,437.0,412.0,725.0,1537.0,4018.0,22208.0,22,14062.0,21599.0,7091.43,2904.45,2930.0,4839.0,7941.0,9572.0,10870.0,2008.86,730.48,920.0,1102.0,2338.0,2578.0,2816.0,2018.91,464.75,1169.0,1687.0,2134.0,2394.0,2627.0,1963.55,719.63,726.0,1102.0,2338.0,2503.0,2816.0,78.0,29.0,1.73,81.45,3.25,24.0,0.8276,14.0,0.583,24.0
Auburn Gresham,170317108001005.0,Residential,Multi < 7,,,,,,,,,,,,,,,4,,,,,,,,,,,165.0,359.0,524.0,Less than 4,,3450.0,,,,,,,,,,,,,,,524.0,,524.0,524.0,524.0,524.0,524.0,3450.0,,3450.0,3450.0,3450.0,3450.0,3450.0,72.0,37.0,2.0,101.0,2.57,28.0,0.7568,20.0,0.714,28.0
Archer Heights,170315704001011.0,Residential,Multi < 7,1818.0,3458.0,2128.0,1897.0,2157.0,3155.0,4252.0,4196.0,2101.0,2220.0,2656.0,3313.0,33351.0,9,3,1953.0,1651.0,1281.0,526.0,422.0,206.0,178.0,199.0,156.0,393.0,647.0,1993.0,9605.0,12,9326.0,9326.0,6670.2,6076.16,767.0,2900.0,5041.0,8316.0,16327.0,1865.2,88.76,1812.0,1812.0,1840.0,1840.0,2022.0,1921.0,417.13,1400.0,1638.0,1906.0,2264.0,2397.0,1865.2,88.76,1812.0,1812.0,1840.0,1840.0,2022.0,54.0,22.0,2.0,83.2,2.7,20.0,0.9091,8.0,0.4,20.0
Archer Heights,170315704001011.0,Residential,Single Family,4463.0,3651.0,2754.0,3830.0,4565.0,5579.0,7793.0,9025.0,9724.0,4516.0,6236.0,6385.0,68521.0,11,0,2862.0,2626.0,1709.0,809.0,577.0,288.0,281.0,196.0,224.0,336.0,862.0,2608.0,13378.0,10,11966.0,11966.0,8565.13,3731.91,3758.0,5733.5,7608.5,12100.0,13879.0,1495.75,562.53,966.0,1078.0,1218.0,1969.0,2470.0,1672.25,393.5,1197.0,1266.5,1736.0,2012.0,2152.0,1495.75,562.53,966.0,1078.0,1218.0,1969.0,2470.0,54.0,22.0,1.13,80.5,2.7,20.0,0.9091,8.0,0.4,20.0
Archer Heights,170315704001012.0,Commercial,Commercial,33346.0,38676.0,25108.0,24284.0,47618.0,43229.0,37962.0,62224.0,35690.0,27212.0,32533.0,34266.0,442148.0,Less than 4,0,,,,,,,,,,,,,,,7984.0,,442148.0,,442148.0,442148.0,442148.0,442148.0,442148.0,7984.0,,7984.0,7984.0,7984.0,7984.0,7984.0,,,,,,,,,,,,,,,81.0,31.0,2.0,0.0,2.69,29.0,0.9355,18.0,0.621,29.0
Archer Heights,170315704001012.0,Residential,Multi < 7,6504.0,6144.0,4404.0,6530.0,6141.0,8161.0,11553.0,14170.0,8356.0,6898.0,9506.0,11521.0,99888.0,25,7,5065.0,4536.0,2924.0,1590.0,1105.0,518.0,477.0,404.0,405.0,529.0,1613.0,4570.0,23736.0,27,23951.0,23951.0,11098.67,3284.4,7563.0,8089.0,11551.0,13622.0,15555.0,2661.22,417.16,2208.0,2476.0,2564.0,2710.0,3636.0,2637.33,651.58,1777.0,2118.0,2633.0,2971.0,3702.0,2661.22,417.16,2208.0,2476.0,2564.0,2710.0,3636.0,81.0,31.0,2.0,81.78,2.69,29.0,0.9355,18.0,0.621,29.0
Archer Heights,170315704001012.0,Residential,Single Family,1476.0,1216.0,875.0,1566.0,3052.0,2840.0,3848.0,3306.0,1382.0,1616.0,1712.0,2084.0,24973.0,6,0,994.0,948.0,588.0,291.0,169.0,105.0,83.0,82.0,75.0,110.0,335.0,1138.0,4918.0,5,4290.0,4290.0,8324.33,1812.91,6290.0,6290.0,8914.0,9769.0,9769.0,1430.0,429.52,998.0,998.0,1435.0,1857.0,1857.0,1639.33,408.12,1339.0,1339.0,1475.0,2104.0,2104.0,1430.0,429.52,998.0,998.0,1435.0,1857.0,1857.0,81.0,31.0,1.0,82.0,2.69,29.0,0.9355,18.0,0.621,29.0
Archer Heights,170315704002000.0,Commercial,Multi < 7,201.0,194.0,177.0,1407.0,310.0,498.0,677.0,461.0,236.0,251.0,345.0,477.0,5234.0,Less than 4,1,346.0,329.0,194.0,97.0,58.0,26.0,23.0,24.0,22.0,27.0,111.0,331.0,1588.0,Less than 4,1000.0,1000.0,5234.0,,5234.0,5234.0,5234.0,5234.0,5234.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1588.0,,1588.0,1588.0,1588.0,1588.0,1588.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,2.0,53.0,0.0,0.0,,0.0,,0.0
Archer Heights,170315704002000.0,Residential,Single Family,886.0,858.0,1463.0,1430.0,1456.0,1489.0,1596.0,2058.0,1321.0,1188.0,1228.0,1155.0,16128.0,Less than 4,1,535.0,418.0,211.0,87.0,60.0,7.0,5.0,6.0,6.0,17.0,92.0,411.0,1855.0,Less than 4,1600.0,1600.0,16128.0,,16128.0,16128.0,16128.0,16128.0,16128.0,1600.0,,1600.0,1600.0,1600.0,1600.0,1600.0,1855.0,,1855.0,1855.0,1855.0,1855.0,1855.0,1600.0,,1600.0,1600.0,1600.0,1600.0,1600.0,0.0,0.0,2.0,101.0,0.0,0.0,,0.0,,0.0
Archer Heights,170315705001007.0,Commercial,Multi < 7,1323.0,1050.0,1806.0,1327.0,2603.0,5230.0,5813.0,4386.0,1940.0,1651.0,1886.0,1575.0,30590.0,6,1,961.0,823.0,566.0,353.0,250.0,168.0,183.0,182.0,167.0,217.0,317.0,731.0,4918.0,6,7303.0,7303.0,15295.0,7131.88,10252.0,10252.0,15295.0,20338.0,20338.0,3651.5,33.23,3628.0,3628.0,3651.5,3675.0,3675.0,2459.0,50.91,2423.0,2423.0,2459.0,2495.0,2495.0,3651.5,33.23,3628.0,3628.0,3651.5,3675.0,3675.0,38.0,18.0,2.0,23.0,2.71,14.0,0.7778,13.0,0.929,14.0
Archer Heights,170315704002001.0,Commercial,Multi 7+,4161.0,4278.0,3284.0,5748.0,5564.0,7524.0,9841.0,6808.0,4307.0,4337.0,8219.0,6476.0,70547.0,21,11,4246.0,3202.0,3231.0,1554.0,787.0,329.0,346.0,310.0,221.0,754.0,1375.0,3451.0,19806.0,Less than 4,22076.0,10827.0,17636.75,10483.82,10735.0,10735.0,13465.5,24538.5,32881.0,11038.0,298.4,10827.0,10827.0,11038.0,11249.0,11249.0,6602.0,926.65,6067.0,6067.0,6067.0,7672.0,7672.0,10827.0,,10827.0,10827.0,10827.0,10827.0,10827.0,53.0,27.0,3.0,38.0,1.96,27.0,1.0,26.0,0.963,27.0
Archer Heights,170315704002002.0,Commercial,Commercial,29901.0,28540.0,26755.0,23850.0,25306.0,32517.0,37728.0,36610.0,25841.0,25004.0,27497.0,29990.0,349539.0,Less than 4,0,5619.0,5151.0,3005.0,897.0,419.0,347.0,31.0,30.0,33.0,231.0,1705.0,6046.0,23514.0,4,53400.0,53400.0,116513.0,87614.02,27240.0,27240.0,119931.0,202368.0,202368.0,17800.0,7758.22,9100.0,9100.0,20300.0,24000.0,24000.0,5878.5,6942.78,824.0,1144.5,3422.5,10612.5,15845.0,17800.0,7758.22,9100.0,9100.0,20300.0,24000.0,24000.0,4.0,3.0,1.33,53.0,1.33,3.0,1.0,2.0,0.667,3.0
Ashburn,170317004021028.0,Commercial,Multi < 7,1778.0,1574.0,1947.0,1898.0,2632.0,2415.0,4532.0,2798.0,1735.0,1673.0,2142.0,3249.0,28373.0,4,0,1015.0,1063.0,889.0,444.0,249.0,74.0,118.0,43.0,38.0,54.0,106.0,624.0,4717.0,4,7200.0,7200.0,14186.5,5619.38,10213.0,10213.0,14186.5,18160.0,18160.0,7200.0,,7200.0,7200.0,7200.0,7200.0,7200.0,2358.5,1069.85,1602.0,1602.0,2358.5,3115.0,3115.0,7200.0,,7200.0,7200.0,7200.0,7200.0,7200.0,3.0,2.0,1.0,0.0,1.5,2.0,1.0,1.0,0.5,2.0
Archer Heights,170315704002003.0,Commercial,Commercial,19061.0,15750.0,5958.0,7524.0,6660.0,7955.0,8507.0,7703.0,5675.0,5357.0,9211.0,13829.0,113190.0,9,0,1069.0,988.0,607.0,273.0,160.0,66.0,60.0,46.0,63.0,83.0,290.0,1031.0,4736.0,5,15437.0,9637.0,16170.0,17918.79,201.0,1390.0,6469.0,28647.0,48597.0,2572.83,1437.62,1200.0,1600.0,2300.0,2795.0,5242.0,1578.67,1081.38,726.0,726.0,1215.0,2795.0,2795.0,3212.33,1856.52,1600.0,1600.0,2795.0,5242.0,5242.0,7.0,4.0,1.17,64.0,1.75,4.0,1.0,4.0,1.0,4.0
Archer Heights,170315704002004.0,Commercial,Commercial,13415.0,9394.0,8963.0,8748.0,9627.0,11171.0,11667.0,10715.0,8809.0,9358.0,10312.0,12366.0,124545.0,Less than 4,0,1715.0,1742.0,1022.0,343.0,472.0,485.0,393.0,384.0,345.0,343.0,383.0,1503.0,9130.0,Less than 4,10997.0,5497.0,62272.5,26395.59,43608.0,43608.0,62272.5,80937.0,80937.0,5498.5,2.12,5497.0,5497.0,5498.5,5500.0,5500.0,4565.0,5248.15,854.0,854.0,4565.0,8276.0,8276.0,5497.0,,5497.0,5497.0,5497.0,5497.0,5497.0,27.0,12.0,1.0,41.0,2.25,12.0,1.0,12.0,1.0,12.0
Archer Heights,170315704002004.0,Residential,Multi < 7,746.0,2065.0,822.0,1088.0,932.0,1354.0,1846.0,1149.0,868.0,775.0,864.0,2418.0,14927.0,Less than 4,1,444.0,440.0,265.0,150.0,112.0,68.0,65.0,61.0,69.0,75.0,199.0,498.0,2446.0,Less than 4,3187.0,3187.0,14927.0,,14927.0,14927.0,14927.0,14927.0,14927.0,3187.0,,3187.0,3187.0,3187.0,3187.0,3187.0,2446.0,,2446.0,2446.0,2446.0,2446.0,2446.0,3187.0,,3187.0,3187.0,3187.0,3187.0,3187.0,27.0,12.0,2.0,94.0,2.25,12.0,1.0,12.0,1.0,12.0
Archer Heights,170315704002005.0,Residential,Single Family,1895.0,1977.0,1061.0,3221.0,2868.0,4895.0,6677.0,5417.0,1836.0,1877.0,2425.0,3253.0,37402.0,5,0,1436.0,1251.0,736.0,383.0,309.0,147.0,145.0,140.0,128.0,141.0,449.0,1161.0,6426.0,6,5144.0,6184.0,7480.4,3052.73,3442.0,5149.0,8447.0,10160.0,10204.0,1028.8,109.34,840.0,1040.0,1056.0,1104.0,1104.0,1071.0,135.02,863.0,949.0,1128.0,1167.0,1191.0,1030.67,97.9,840.0,1040.0,1048.0,1104.0,1104.0,16.0,10.0,1.0,60.5,2.29,7.0,0.7,3.0,0.429,7.0
Archer Heights,170315704002006.0,Residential,Multi < 7,532.0,214.0,154.0,685.0,361.0,635.0,866.0,734.0,423.0,453.0,505.0,1129.0,6691.0,Less than 4,2,856.0,750.0,403.0,206.0,134.0,28.0,21.0,22.0,25.0,46.0,130.0,756.0,3377.0,Less than 4,1640.0,3784.0,6691.0,,6691.0,6691.0,6691.0,6691.0,6691.0,1640.0,,1640.0,1640.0,1640.0,1640.0,1640.0,1688.5,30.41,1667.0,1667.0,1688.5,1710.0,1710.0,1892.0,356.38,1640.0,1640.0,1892.0,2144.0,2144.0,48.0,14.0,2.0,66.5,3.69,13.0,0.9286,8.0,0.615,13.0
Archer Heights,170315704002006.0,Residential,Single Family,248.0,4888.0,2125.0,2834.0,3050.0,3814.0,5537.0,7213.0,4759.0,3534.0,4096.0,9192.0,51290.0,10,0,1816.0,1789.0,1147.0,560.0,372.0,260.0,217.0,208.0,201.0,280.0,774.0,2045.0,9669.0,8,9201.0,9201.0,6411.25,6444.63,1689.0,2222.0,3074.5,9366.0,20276.0,1150.13,445.08,672.0,787.5,1152.0,1301.0,2048.0,1208.63,529.97,578.0,941.5,1033.0,1510.0,2122.0,1150.13,445.08,672.0,787.5,1152.0,1301.0,2048.0,48.0,14.0,1.25,107.13,3.69,13.0,0.9286,8.0,0.615,13.0
Archer Heights,170315704002007.0,Residential,Multi < 7,659.0,448.0,328.0,680.0,733.0,1080.0,1449.0,2486.0,305.0,253.0,367.0,830.0,9618.0,Less than 4,3,727.0,698.0,451.0,198.0,101.0,87.0,60.0,66.0,68.0,79.0,200.0,671.0,3406.0,4,5094.0,5094.0,4809.0,1938.89,3438.0,3438.0,4809.0,6180.0,6180.0,2547.0,0.0,2547.0,2547.0,2547.0,2547.0,2547.0,1703.0,827.31,1118.0,1118.0,1703.0,2288.0,2288.0,2547.0,0.0,2547.0,2547.0,2547.0,2547.0,2547.0,38.0,14.0,1.0,0.0,2.71,14.0,1.0,3.0,0.214,14.0
Archer Heights,170315704002007.0,Residential,Single Family,6442.0,4082.0,2957.0,5791.0,7814.0,8926.0,12570.0,8055.0,4290.0,4757.0,5821.0,12406.0,83911.0,12,0,2572.0,2447.0,1558.0,833.0,546.0,270.0,218.0,190.0,186.0,385.0,748.0,1878.0,11831.0,10,10550.0,10550.0,8391.1,3900.66,4125.0,5360.0,6993.5,11714.0,14338.0,1055.0,262.84,816.0,864.0,962.0,1155.0,1587.0,1183.1,505.11,625.0,877.0,1022.0,1440.0,2208.0,1055.0,262.84,816.0,864.0,962.0,1155.0,1587.0,38.0,14.0,1.0,104.7,2.71,14.0,1.0,3.0,0.214,14.0
Archer Heights,170315704002008.0,Commercial,Commercial,29366.0,26714.0,21690.0,23777.0,22036.0,23446.0,29240.0,30985.0,24438.0,22264.0,28056.0,34316.0,316328.0,5,1,377.0,395.0,229.0,85.0,36.0,24.0,21.0,20.0,11.0,16.0,90.0,398.0,1702.0,Less than 4,13012.0,4160.0,79082.0,81882.73,9305.0,13138.5,62659.0,145025.5,181705.0,4337.33,475.48,3976.0,3976.0,4160.0,4876.0,4876.0,851.0,459.62,526.0,526.0,851.0,1176.0,1176.0,4160.0,,4160.0,4160.0,4160.0,4160.0,4160.0,41.0,20.0,1.0,33.0,2.73,15.0,0.75,13.0,0.867,15.0
Archer Heights,170315704002008.0,Residential,Single Family,2737.0,1501.0,1167.0,797.0,1076.0,1420.0,2710.0,1619.0,854.0,1126.0,2278.0,2295.0,19580.0,Less than 4,0,687.0,620.0,374.0,187.0,100.0,68.0,42.0,53.0,61.0,63.0,107.0,517.0,2879.0,Less than 4,1800.0,1800.0,9790.0,6190.01,5413.0,5413.0,9790.0,14167.0,14167.0,900.0,0.0,900.0,900.0,900.0,900.0,900.0,1439.5,224.15,1281.0,1281.0,1439.5,1598.0,1598.0,900.0,0.0,900.0,900.0,900.0,900.0,900.0,41.0,20.0,1.5,82.5,2.73,15.0,0.75,13.0,0.867,15.0
